,Player,Shot,Type,Stroke,Spin,Speed (KM/H),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,Winner_Point,Result2,ResultOld,Bounce (x)Old,Bounce (y)Old,Bounce (x)2,Bounce (y)2,comment,Hit (x)Old,Hit (y)Old,Hit (x)2,Hit (y)2
0,Player,1,serve,Serve,Flat,157,1,0,0,service_box,ad,far,0.417994,4.0,no_mans_land,deuce,far,-0.245386,23.647026,2.251417,down the T,Out,False,15:47:30,524.380005,-1,Out,Net,0.487505,11.94599,0.417994,4.0,,,,,
1,Player,1,serve,Serve,Slice,100,2,0,0,service_box,deuce,near,0.417994,4.0,no_mans_land,deuce,far,-0.781264,23.494743,2.692969,down the T,Out,False,15:47:40,534.419983,-1,Out,Out,0.417994,4.0,0.417994,4.0,,,,,
2,Opponent,0,return,Backhand,Topspin,77,2,0,0,out,ad,far,0.880847,24.370718,no_mans_land,deuce,near,0.592225,0.562807,0.71739,inside in,Out,False,15:47:41,535.200012,-1,,,,,,,,,,,
3,Player,1,serve,Serve,Slice,158,3,0,0,service_box,ad,near,-3.42922,5.0,no_mans_land,ad,far,1.077553,24.505178,2.580016,out wide,Out,False,15:47:59,553.219971,-1,Out,Out,-3.42922,5.0,-3.42922,5.0,,,,,
4,Opponent,0,return,Backhand,Topspin,75,3,0,0,no_mans_land,deuce,far,-0.922928,18.415268,out,ad_alley,near,-4.572163,-1.331986,0.746367,down the line,In,False,15:47:59,553.919983,-1,,,,,,,,,,,
5,Player,1,serve,Serve,Slice,134,4,0,0,service_box,ad,near,-2.061985,6.983343,out,ad,far,0.964837,25.195616,2.526979,down the T,In,False,15:48:08,562.159973,1,,,,,,,,,,,
6,Opponent,2,return,Backhand,Topspin,80,4,0,0,no_mans_land,ad,far,2.76544,19.881002,no_mans_land,ad,near,-3.606097,0.39712,0.68369,cross court,In,False,15:48:09,563.059998,1,,,,,,,,,,,
7,Player,3,serve_plus_one,Backhand,Topspin,70,4,0,0,service_box,ad,near,-2.580637,6.198023,no_mans_land,ad,far,4.005162,23.662518,1.249486,cross court,In,False,15:48:10,564.47998,1,,,,,,,,,,,
8,Opponent,4,return_plus_one,Backhand,Flat,83,4,0,0,no_mans_land,deuce,far,-0.468077,19.134737,no_mans_land,ad,near,-3.328717,-0.474203,0.770167,down the line,In,False,15:48:11,565.859985,1,,,,,,,,,,,
9,Player,5,in_play,Backhand,Flat,108,4,0,0,service_box,ad,near,-0.787464,6.859238,no_mans_land,ad,far,3.875817,24.733883,1.287223,cross court,In,False,15:48:13,567.099976,1,,,,,,,,,,,
10,Opponent,6,in_play,Forehand,Topspin,80,4,0,0,no_mans_land,ad,far,1.5,18.37,no_mans_land,ad,near,-2.09,0.3,0.659008,inside out,In,False,15:48:14,568.280029,1,In,Out,4.881035,18.371021,1.5,18.37,,-2.085884,0.296642,-2.09,0.3
11,Player,7,in_play,Backhand,Topspin,89,4,0,0,no_mans_land,ad,near,-2.292692,3.988323,no_mans_land,ad,far,2.331247,24.889053,1.139585,cross court,In,False,15:48:15,569.52002,1,,,,,,,,,,,
12,Opponent,8,in_play,Backhand,Topspin,90,4,0,0,no_mans_land,ad,far,3.173214,18.485542,out,ad,near,-2.732862,-0.809116,0.540533,cross court,In,False,15:48:16,570.619995,1,,,,,,,,,,,
13,Player,9,in_play,Backhand,Flat,77,4,0,0,no_mans_land,ad,near,-2.228249,2.697227,no_mans_land,ad,far,3.684841,22.744188,1.216764,cross court,In,False,15:48:17,571.960022,1,,,,,,,,,,,
14,Opponent,10,in_play,Backhand,Topspin,84,4,0,0,no_mans_land,ad,far,2.723955,18.997047,out,ad,near,-3.247786,-0.758664,0.942712,cross court,In,False,15:48:19,573.219971,1,,,,,,,,,,,
15,Player,11,in_play,Backhand,Topspin,97,4,0,0,no_mans_land,deuce,near,-0.8,0.22,no_mans_land,ad,far,3.89,23.98,0.914709,down the line,In,False,15:48:20,574.47998,1,In,In,3.894303,0.222108,-0.8,0.22,,3.894303,23.981546,3.89,23.98
16,Opponent,12,in_play,Forehand,Topspin,86,4,0,0,service_box,ad,near,-2.342565,11.426582,no_mans_land,ad,near,-0.92386,-0.131472,0.677745,inside out,Net,False,15:48:21,575.659973,1,,,,,,,,,,,
17,Player,1,serve,Serve,Flat,190,5,0,0,service_box,deuce,near,2.843362,5.871282,service_box,deuce,far,0.706645,23.537323,2.168408,out wide,In,False,15:48:46,600.23999,1,,,,,,,,,,,
18,Opponent,2,return,Forehand,Topspin,73,5,0,0,no_mans_land,deuce,far,-0.713079,19.97014,no_mans_land,deuce_alley,near,4.216721,1.211445,1.077675,down the line,In,False,15:48:46,600.97998,1,,,,,,,,,,,
19,Player,3,serve_plus_one,Forehand,Topspin,67,5,0,0,service_box,ad,near,-2.77447,5.734294,no_mans_land,deuce,far,-1.386879,24.421995,0.887004,down the line,In,False,15:48:48,602.179993,1,,,,,,,,,,,
20,Opponent,4,return_plus_one,Backhand,Slice,56,5,0,0,no_mans_land,ad,far,1.903228,22.481606,no_mans_land,ad,near,-3.596755,0.814441,0.347342,cross court,In,False,15:48:49,603.880005,1,,,,,,,,,,,
21,Player,5,in_play,Forehand,Topspin,83,5,0,0,no_mans_land,deuce,near,2.78,4.09,no_mans_land,ad,far,2.830704,24.368017,1.409378,inside in,In,False,15:48:51,606.02002,1,In,In,2.775483,4.093088,2.78,4.09,,,,,
22,Opponent,6,in_play,Forehand,Topspin,55,5,0,0,no_mans_land,ad_alley,far,4.881035,18.371021,no_mans_land,deuce,near,3.109045,1.021598,0.525944,down the line,Out,False,15:48:53,607.280029,1,,,,,,,,,,,
23,Opponent,0,none,Backhand,Topspin,109,6,0,0,no_mans_land,ad,near,-1.029875,0.621677,no_mans_land,ad,near,-1.029875,0.09643,1.351033,cross court,Net,False,15:49:01,615.599976,1,,,,,,,,,,,
24,Opponent,0,none,Backhand,Topspin,81,6,0,0,no_mans_land,ad,near,-0.478894,0.072259,out,ad,near,-0.693801,-2.021827,1.51034,cross court,Net,False,15:49:03,617.97998,1,,,,,,,,,,,
25,Opponent,0,none,Backhand,Topspin,94,6,0,0,out,deuce,near,1.763559,-0.533124,out,ad,near,-0.478894,-2.308867,1.450249,down the line,Net,False,15:49:04,618.47998,1,,,,,,,,,,,
26,Player,1,serve,Serve,Slice,156,7,0,0,service_box,ad,near,-3.88662,5.0,no_mans_land,ad,far,0.779669,24.893686,2.563029,out wide,Out,False,15:49:15,629.119995,-1,Out,In,-3.88662,6.561992,-3.88662,5.0,,,,,
27,Opponent,0,return,Backhand,Topspin,68,7,0,0,service_box,deuce,far,-2.656953,12.58777,no_mans_land,ad_alley,near,-4.807069,-0.167163,0.776715,down the line,In,False,15:49:15,629.97998,-1,,,,,,,,,,,
28,Player,1,serve,Serve,Flat,122,8,0,0,service_box,ad,near,-2.028062,7.025477,out,ad,far,0.92806,23.561413,2.509038,down the T,In,False,15:49:24,638.559998,0,,,,,,,,,,,
29,Opponent,2,return,Forehand,Topspin,82,8,0,0,no_mans_land,ad,far,3.35,18.45,no_mans_land,ad,near,-2.419507,0.123211,1.046571,inside out,In,False,15:49:25,639.419983,0,In,In,3.345475,18.449789,3.35,18.45,,,,,
30,Player,3,serve_plus_one,Backhand,Slice,51,8,0,0,no_mans_land,deuce,near,0.453165,-1.0,no_mans_land,ad_alley,far,4.998149,22.551512,0.789387,down the line,Out,False,15:49:26,640.679993,0,Out,In,0.453165,3.242966,0.453165,-1.0,,,,,
31,Player,0,none,Backhand,Topspin,45,9,0,0,no_mans_land,ad,near,-0.028689,4.618144,service_box,deuce,far,-0.124526,17.831675,1.776626,inside in,In,False,15:49:43,657.380005,1,,,,,,,,,,,
32,Player,1,serve,Serve,Flat,124,10,0,0,service_box,deuce,far,-0.152809,18.102011,service_box,deuce,far,-0.23348,23.458809,2.651084,down the T,Net,False,15:49:51,665.73999,-1,,,,,,,,,,,
33,Player,1,serve,Serve,Slice,126,11,0,0,service_box,deuce,near,2.65,6.51,no_mans_land,deuce,far,-0.250745,23.583879,2.542332,out wide,In,False,15:50:02,676.080017,0,In,In,2.650255,6.505104,2.65,6.51,,,,,
34,Opponent,2,return,Forehand,Topspin,93,11,0,0,service_box,deuce,far,-2.02,16.85,no_mans_land,deuce,near,4.053804,-0.263231,1.211136,cross court,In,False,15:50:02,676.859985,0,In,In,-2.019696,16.851278,-2.02,16.85,,,,,
35,Player,3,serve_plus_one,Forehand,Topspin,77,11,0,0,service_box,deuce,far,-4.81,4.74,no_mans_land,deuce,far,-2.96,23.08,1.017571,cross court,Net,False,15:50:03,677.840027,0,Net,Out,-4.81,4.74,-4.81,4.74,,-2.963316,23.080742,-2.96,23.08
36,Player,1,serve,Serve,Flat,162,12,0,0,service_box,ad,near,-0.610484,7.250284,out,ad,far,0.980573,24.999395,2.572387,down the T,In,False,15:50:27,701.97998,0,,,,,,,,,,,
37,Opponent,2,return,Forehand,Topspin,82,12,0,0,no_mans_land,ad,far,0.558231,20.122318,out,ad,near,-1.077348,-0.884913,0.886768,inside out,In,False,15:50:28,702.719971,0,,,,,,,,,,,
38,Player,3,serve_plus_one,Forehand,Topspin,76,12,0,0,no_mans_land,ad_alley,near,-4.808161,4.736038,out,ad,far,1.360419,26.650303,1.120155,inside in,Out,False,15:50:30,704.460022,0,,,,,,,,,,,
39,Player,0,none,Forehand,Topspin,56,14,0,0,no_mans_land,ad,near,-0.01987,4.797387,no_mans_land,deuce,near,0.492883,0.035403,1.272331,down the line,Net,False,15:51:17,751.47998,0,Net,Net,-0.01987,4.797387,-0.01987,4.797387,,,,,
40,Player,0,none,Forehand,Flat,59,14,0,0,no_mans_land,deuce,far,-0.01987,4.797387,no_mans_land,deuce,near,0.805895,0.210118,1.688506,cross court,Net,False,15:51:21,756.0,0,Net,In,-0.024558,22.580048,-0.01987,4.797387,,,,,
41,Opponent,1,serve,Serve,Flat,196,16,0,0,no_mans_land,deuce,near,2.09,6.0,no_mans_land,deuce,far,-1.21,24.81,2.725349,down the T,In,False,15:51:42,776.47998,0,In,Out,2.085337,4.525552,2.09,6.0,,-1.210105,24.805202,-1.21,24.81
42,Player,2,return,Forehand,Topspin,93,16,0,0,no_mans_land,ad,far,1.735199,20.462305,out,deuce,near,3.762234,-0.845954,0.916215,down the line,In,False,15:51:43,777.119995,0,,,,,,,,,,,
43,Opponent,3,serve_plus_one,Backhand,Flat,89,16,0,0,no_mans_land,ad,near,-2.264497,3.965698,no_mans_land,ad,far,1.555359,22.503586,0.606729,cross court,In,False,15:51:44,778.23999,0,,,,,,,,,,,
44,Player,4,return_plus_one,Backhand,Flat,66,16,0,0,service_box,ad,far,0.169151,17.323225,out,ad,near,-3.443253,-0.552834,0.391815,cross court,In,False,15:51:45,779.780029,0,,,,,,,,,,,
45,Opponent,5,in_play,Forehand,Topspin,80,16,0,0,service_box,deuce,near,2.330661,6.451279,no_mans_land,ad,far,1.084735,23.469595,0.812884,inside in,In,False,15:51:47,781.179993,0,,,,,,,,,,,
46,Player,6,in_play,Forehand,Flat,62,16,0,0,out,ad,far,0.523134,23.983454,no_mans_land,deuce,near,3.291912,-0.213457,0.592223,down the line,Out,False,15:51:48,782.380005,0,,,,,,,,,,,
47,Player,0,none,Backhand,Flat,65,17,0,0,no_mans_land,ad,far,1.990926,21.697266,no_mans_land,ad_alley,near,-4.805025,0.169857,0.799577,down the line,In,False,15:52:20,814.900024,0,In,In,1.990926,21.697266,1.990926,21.697266,,,,,
48,Opponent,1,none,Forehand,Topspin,94,17,0,0,no_mans_land,ad,near,-0.643089,3.890838,out,ad,far,2.729023,25.884277,1.272813,inside out,In,False,15:52:22,816.619995,0,,,,,,,,,,,
49,Player,2,none,Forehand,Topspin,76,17,0,0,service_box,deuce,far,-2.40231,16.869133,no_mans_land,ad,near,-1.473163,0.296086,0.893002,inside in,In,False,15:52:23,817.919983,0,,,,,,,,,,,
50,Opponent,3,none,Forehand,Topspin,91,17,0,0,no_mans_land,ad,near,-1.833063,4.213152,out,deuce,far,-2.889877,25.436903,0.843794,down the line,In,False,15:52:25,819.119995,0,,,,,,,,,,,
51,Player,4,none,Backhand,Flat,78,17,0,0,service_box,ad,far,1.428041,13.835004,no_mans_land,ad,near,-1.858409,0.771497,0.895039,cross court,In,False,15:52:26,820.440002,0,,,,,,,,,,,
52,Opponent,5,none,Backhand,Flat,94,17,0,0,no_mans_land,ad,near,-0.071342,0.729491,out,ad,far,2.047559,25.221189,0.822287,cross court,In,False,15:52:27,821.52002,0,,,,,,,,,,,
53,Player,6,none,Backhand,Flat,75,17,0,0,out,ad,far,0.708188,23.972443,out,ad,near,-3.164878,-0.743009,0.432751,cross court,Out,False,15:52:28,822.73999,0,,,,,,,,,,,
54,Opponent,1,serve,Serve,Flat,179,19,0,0,service_box,ad,near,-0.113259,5.54817,no_mans_land,deuce,far,-1.064333,24.2166,2.665972,down the T,Out,False,15:53:00,854.380005,-2,,,,,,,,,,,
55,Opponent,1,serve,Serve,Flat,157,20,0,0,service_box,deuce,near,0.789675,6.479651,no_mans_land,deuce,far,-0.897544,24.478516,2.65213,down the T,In,False,15:53:17,871.200012,0,,,,,,,,,,,
56,Player,2,return,Backhand,Flat,60,20,0,0,no_mans_land,ad,far,2.621585,18.807013,no_mans_land,deuce,near,1.135515,2.395424,1.108557,inside in,In,False,15:53:17,872.02002,0,,,,,,,,,,,
57,Opponent,3,serve_plus_one,Backhand,Topspin,82,20,0,0,service_box,deuce,near,2.684702,5.963419,no_mans_land,ad_alley,far,4.636932,23.383053,1.135616,down the line,In,False,15:53:20,874.080017,0,,,,,,,,,,,
58,Player,0,none,Backhand,Flat,40,21,0,0,out,deuce,near,1.502447,-1.147999,no_mans_land,deuce,near,0.387599,-0.460806,1.738513,inside out,Net,False,15:53:30,884.380005,0,,,,,,,,,,,
59,Opponent,1,serve,Serve,Flat,110,22,0,0,service_box,ad,near,-4.0,5.55,service_box,ad,far,0.36,23.65,2.762042,down the T,In,False,15:53:49,903.679993,0,In,In,-0.103548,5.54817,-4.0,5.55,,0.363737,23.647026,0.36,23.65
60,Player,2,return,Backhand,Slice,44,22,0,0,service_box,ad_alley,near,-4.874275,10.255172,no_mans_land,ad_alley,near,-5.324158,-0.252849,0.81543,cross court,Net,False,15:53:50,904.52002,0,,,,,,,,,,,
61,Player,1,serve,Serve,Slice,111,23,0,0,service_box,deuce,far,-0.02,19.0,no_mans_land,deuce,near,0.203099,1.33346,2.386409,down the T,Out,False,15:54:23,937.780029,-1,Out,Out,-0.024558,19.0,-0.02,19.0,,,,,
62,Opponent,0,return,Backhand,Topspin,70,23,0,0,service_box,ad,near,-2.624112,5.79233,no_mans_land,deuce,far,-1.616319,24.550009,1.278134,inside in,In,False,15:54:24,938.47998,-1,,,,,,,,,,,
63,Player,1,serve,Serve,Kick,95,24,0,0,service_box,deuce,far,-1.266045,16.347237,no_mans_land,deuce,near,0.166872,0.529091,2.52088,down the T,In,False,15:54:32,946.919983,1,In,In,-1.266045,16.347237,-1.266045,16.347237,,,,,
64,Opponent,2,return,Backhand,Flat,110,24,0,0,service_box,ad,near,-1.000253,6.662207,no_mans_land,deuce,far,-1.867937,24.27355,1.2967,inside in,In,False,15:54:33,947.900024,1,,,,,,,,,,,
65,Player,3,serve_plus_one,Forehand,Topspin,64,24,0,0,service_box,ad,far,2.247157,16.091534,no_mans_land,ad,near,-0.828037,1.055624,0.688141,inside out,In,False,15:54:34,948.960022,1,,,,,,,,,,,
66,Opponent,4,return_plus_one,Backhand,Topspin,93,24,0,0,no_mans_land,deuce,near,1.660035,-1.0,no_mans_land,ad,far,3.199743,24.858404,0.725417,down the line,Out,False,15:54:36,950.380005,1,Out,In,1.660035,2.105548,1.660035,-1.0,,,,,
67,Player,1,serve,Serve,Slice,128,25,0,0,service_box,ad,far,3.716016,16.195129,no_mans_land,ad,near,-0.917625,0.871505,2.533706,out wide,In,False,15:54:56,970.419983,1,,,,,,,,,,,
68,Opponent,0,return,Backhand,Flat,72,25,0,0,no_mans_land,deuce,near,0.5463,0.838494,no_mans_land,ad_alley,far,5.358926,23.696554,0.995185,down the line,In,False,15:54:57,971.119995,1,,,,,,,,,,,
69,Player,1,serve,Serve,Slice,117,26,0,0,service_box,deuce,far,-3.907902,17.511051,no_mans_land,deuce,near,0.299569,1.471367,2.38864,out wide,In,False,15:55:16,990.659973,1,In,In,-3.907902,17.511051,-3.907902,17.511051,,,,,
70,Opponent,2,return,Forehand,Flat,56,26,0,0,no_mans_land,ad,near,-1.019498,5.4864,no_mans_land,deuce_out,far,-5.561427,24.573139,0.861244,down the line,In,False,15:55:17,991.440002,1,,,,,,,,,,,
71,Player,3,serve_plus_one,Forehand,Topspin,95,26,0,0,no_mans_land,ad,far,2.014709,19.643955,no_mans_land,ad,near,-0.20799,1.398823,0.996695,inside out,In,False,15:55:19,993.159973,1,,,,,,,,,,,
72,Opponent,4,return_plus_one,Backhand,Flat,63,26,0,0,service_box,deuce,far,-1.22,12.04,out,ad,far,2.327971,25.082975,1.044117,down the line,Net,False,15:55:20,994.280029,1,Net,Net,-1.222552,12.044572,-1.22,12.04,,,,,
73,Player,0,serve,Serve,Slice,167,27,0,0,service_box,deuce,far,-0.375427,15.741612,out,ad,near,0.247865,-0.64447,2.095922,down the T,Out,False,15:55:26,1000.380005,0,Out,Out,-0.375427,15.741612,-0.375427,15.741612,,,,,
74,Player,1,serve,Serve,Flat,65,28,0,0,service_box,ad,far,5.0,14.10321,service_box,ad,near,0.125248,0.518099,1.758178,out wide,Out,False,15:55:43,1017.080017,-1,Out,In,3.040498,14.10321,5.0,14.10321,,,,,
75,Player,1,serve,Serve,Slice,117,29,0,0,service_box,ad,far,2.921091,14.313978,no_mans_land,ad,near,-1.069165,0.242112,2.35313,out wide,In,False,15:55:52,1026.76001,0,,,,,,,,,,,
76,Opponent,2,return,Backhand,Topspin,81,29,0,0,no_mans_land,ad,near,-1.135864,3.096248,no_mans_land,ad_alley,far,4.51476,23.569597,1.200283,down the line,In,False,15:55:53,1027.680054,0,,,,,,,,,,,
77,Player,3,serve_plus_one,Forehand,Topspin,77,29,0,0,no_mans_land,deuce,far,-1.693215,19.593788,no_mans_land,ad,near,-1.638128,0.790199,0.719653,inside in,In,False,15:55:54,1028.76001,0,,,,,,,,,,,
78,Opponent,4,return_plus_one,Forehand,Topspin,72,29,0,0,service_box,deuce,near,1.245475,7.374156,out,deuce,far,-1.595334,25.094381,0.934505,cross court,In,False,15:55:55,1029.880005,0,,,,,,,,,,,
79,Player,5,in_play,Forehand,Topspin,77,29,0,0,service_box,deuce,far,-2.28331,17.212408,no_mans_land,deuce,near,1.707187,0.927567,0.893191,cross court,In,False,15:55:57,1031.060059,0,,,,,,,,,,,
80,Opponent,6,in_play,Forehand,Topspin,97,29,0,0,service_box,ad,near,-3.04002,6.218572,out,deuce,far,-3.561281,25.827705,0.743124,down the line,In,False,15:55:58,1032.180054,0,,,,,,,,,,,
81,Player,7,in_play,Backhand,Slice,62,29,0,0,no_mans_land,ad,far,0.003903,24.0,no_mans_land,ad,near,-2.825477,0.629922,0.447486,cross court,Out,False,15:55:59,1033.380005,0,Out,In,0.003903,21.945847,0.003903,24.0,,,,,
82,Opponent,0,in_play,Forehand,Topspin,69,29,0,0,service_box,ad,near,-2.008183,6.01288,no_mans_land,ad,far,0.829061,24.717695,0.9842,inside out,In,False,15:56:01,1035.319946,0,,,,,,,,,,,
83,Opponent,0,none,Forehand,Topspin,74,30,0,0,no_mans_land,ad,far,0.915066,21.673809,service_box,deuce,near,2.065804,9.15116,2.140331,down the line,In,False,15:56:14,1048.180054,0,,,,,,,,,,,
84,Player,1,serve,Serve,Slice,110,31,0,0,service_box,deuce,far,-1.548097,15.26476,no_mans_land,deuce,near,0.2711,0.427212,2.242161,down the T,In,False,15:56:30,1064.47998,0,In,In,-1.548097,15.26476,-1.548097,15.26476,,,,,
85,Opponent,2,return,Backhand,Topspin,63,31,0,0,service_box,ad,near,-1.355914,6.994659,no_mans_land,deuce,far,-2.123735,24.100168,0.948377,inside in,In,False,15:56:31,1065.140015,0,,,,,,,,,,,
86,Player,3,serve_plus_one,Backhand,Flat,91,31,0,0,no_mans_land,ad,far,0.341663,18.846998,no_mans_land,ad,near,-1.402743,2.246181,0.815337,cross court,In,False,15:56:32,1066.439941,0,,,,,,,,,,,
87,Opponent,4,return_plus_one,Forehand,Topspin,68,31,0,0,service_box,ad,near,-1.1989,6.328172,no_mans_land,ad,far,0.758818,24.962288,1.079778,inside out,In,False,15:56:33,1067.579956,0,,,,,,,,,,,
88,Player,5,in_play,Backhand,Flat,74,31,0,0,out,ad,far,1.347266,25.0,no_mans_land,ad,near,-1.414484,1.289397,0.728331,cross court,Out,False,15:56:34,1068.800049,0,Out,Out,1.347266,23.845215,1.347266,25.0,,,,,
89,Opponent,0,in_play,Forehand,Topspin,81,31,0,0,service_box,ad_alley,far,4.429883,12.178179,out,ad,far,1.409394,26.385452,0.629612,inside in,Net,False,15:56:36,1070.180054,0,,,,,,,,,,,
90,Player,1,serve,Serve,Slice,145,32,0,0,service_box,deuce,near,2.976785,10.794239,no_mans_land,ad,near,-0.540903,0.575386,2.546055,out wide,Net,False,15:56:59,1093.680054,-1,,,,,,,,,,,
91,Player,1,serve,Serve,Flat,158,33,0,0,service_box,ad,far,0.507001,17.998005,service_box,ad,near,-0.773801,-0.05259,1.776335,down the T,In,False,15:57:08,1102.939941,1,,,,,,,,,,,
92,Opponent,2,return,Forehand,Flat,83,33,0,0,service_box,ad,near,-0.273288,6.399742,no_mans_land,ad,far,0.242738,24.559542,0.832576,inside out,In,False,15:57:09,1103.660034,1,,,,,,,,,,,
93,Player,3,serve_plus_one,Forehand,Topspin,86,33,0,0,service_box,deuce,far,-2.780265,16.472843,no_mans_land,ad,near,-0.456063,1.897541,0.738237,inside in,In,False,15:57:10,1104.920044,1,In,In,-2.780265,16.472843,-2.780265,16.472843,,,,,
94,Opponent,4,return_plus_one,Forehand,Topspin,94,33,0,0,no_mans_land,deuce,near,0.224711,3.488304,out,deuce,far,-3.914851,26.312305,0.738334,cross court,In,False,15:57:12,1106.060059,1,,,,,,,,,,,
95,Player,5,in_play,Forehand,Topspin,68,33,0,0,service_box,ad,far,1.820699,16.454481,no_mans_land,deuce,near,0.099056,1.230729,0.737644,down the line,In,False,15:57:13,1107.119995,1,,,,,,,,,,,
96,Opponent,6,in_play,Backhand,Topspin,85,33,0,0,service_box,ad,near,-2.432206,5.800497,no_mans_land,ad,far,1.717551,24.890696,0.636598,cross court,In,False,15:57:14,1108.420044,1,,,,,,,,,,,
97,Player,7,in_play,Backhand,Flat,91,33,0,0,no_mans_land,ad,far,2.76108,19.640039,no_mans_land,ad,near,-3.246804,-0.389922,0.569684,cross court,In,False,15:57:15,1109.73999,1,,,,,,,,,,,
98,Opponent,8,in_play,Backhand,Topspin,89,33,0,0,service_box,ad,near,-2.47823,5.517034,no_mans_land,ad,far,3.641513,24.474894,1.139401,cross court,In,False,15:57:16,1110.880005,1,,,,,,,,,,,
99,Player,9,in_play,Backhand,Flat,85,33,0,0,no_mans_land,ad,far,1.872129,18.308119,no_mans_land,ad,near,-4.044676,-0.22929,0.462351,cross court,In,False,15:57:18,1112.23999,1,,,,,,,,,,,
100,Opponent,10,in_play,Backhand,Topspin,69,33,0,0,no_mans_land,deuce,near,1.899804,4.551928,out,ad,far,3.394067,25.343828,0.71944,down the line,In,False,15:57:19,1113.5,1,,,,,,,,,,,
101,Player,11,in_play,Forehand,Topspin,79,33,0,0,no_mans_land,deuce,far,-0.724814,19.96594,no_mans_land,deuce,near,1.47952,0.54026,0.482507,cross court,In,False,15:57:20,1114.719971,1,,,,,,,,,,,
102,Opponent,12,in_play,Forehand,Topspin,66,33,0,0,service_box,deuce,far,-1.553333,12.001637,no_mans_land,deuce,far,-1.312012,24.900986,0.96034,cross court,Net,False,15:57:21,1115.880005,1,,,,,,,,,,,
103,Opponent,1,serve,Serve,Slice,129,34,0,0,service_box,deuce,far,-0.1,17.0,no_mans_land,deuce,near,0.56,0.24,2.636455,down the T,In,False,15:59:29,1243.160034,0,In,Let,0.877882,24.393944,-0.1,17.0,,0.557524,0.241863,0.56,0.24
104,Player,2,return,Backhand,Slice,63,34,0,0,no_mans_land,deuce,near,0.341323,4.357759,out,deuce,far,-0.372994,25.576208,1.521199,inside out,In,False,15:59:29,1243.97998,0,,,,,,,,,,,
105,Opponent,3,serve_plus_one,Forehand,Topspin,106,34,0,0,service_box,deuce,far,-4.03073,17.596512,no_mans_land,ad,near,-0.13083,1.32677,1.272141,inside in,In,False,15:59:31,1245.680054,0,,,,,,,,,,,
106,Opponent,1,serve,Serve,Flat,188,35,0,0,out,ad,far,0.877882,24.393944,no_mans_land,ad,near,-0.699596,1.283184,2.24593,down the T,Let,False,16:00:01,1275.579956,-1,Let,Out,0.877882,24.393944,0.877882,24.393944,,,,,
107,Opponent,0,none,Forehand,Flat,92,36,0,0,no_mans_land,ad,far,0.256499,19.363489,service_box,deuce,near,0.66588,5.42119,2.229812,down the line,In,False,16:00:12,1286.97998,0,,,,,,,,,,,
108,Player,0,none,Backhand,Topspin,67,36,0,0,out,ad,far,0.778746,24.980694,no_mans_land,ad,far,0.064659,22.775551,1.173201,cross court,Net,False,16:00:13,1287.780029,0,,,,,,,,,,,
109,Opponent,1,serve,Serve,Flat,129,37,0,0,service_box,deuce,near,0.88,19.0,no_mans_land,ad,near,-0.82,0.0,2.563984,out wide,Out,False,16:00:25,1299.319946,-2,Out,Out,0.88,19.0,0.88,19.0,,-0.82,0.0,-0.82,0.0
110,Opponent,1,serve,Serve,Kick,103,38,0,0,service_box,ad,far,0.877882,24.393944,no_mans_land,ad,near,-1.059447,0.721513,2.547101,down the T,Let,False,16:00:39,1313.920044,-1,Let,In,1.749542,13.810076,0.877882,24.393944,,,,,
111,Player,0,return,Forehand,Topspin,42,38,0,0,service_box,deuce,far,-0.242604,12.201979,out,ad,far,2.623979,26.023344,0.771066,inside in,Net,False,16:00:41,1315.060059,-1,,,,,,,,,,,
112,Opponent,1,serve,Serve,Slice,95,39,0,0,service_box,ad,far,3.426331,17.448132,no_mans_land,ad,near,-0.971886,1.089259,2.588246,out wide,In,False,16:00:57,1331.160034,1,,,,,,,,,,,
113,Player,2,return,Backhand,Topspin,71,39,0,0,no_mans_land,ad,near,-0.97674,4.854374,no_mans_land,ad_alley,far,4.661203,24.967743,0.981953,down the line,In,False,16:00:58,1332.219971,1,,,,,,,,,,,
114,Opponent,3,serve_plus_one,Forehand,Topspin,97,39,0,0,no_mans_land,deuce,far,-2.441762,18.319231,no_mans_land,ad,near,-1.705555,-0.447405,1.06861,inside in,In,False,16:00:59,1333.560059,1,In,In,-2.441762,18.319231,-2.441762,18.319231,,,,,
115,Player,4,return_plus_one,Forehand,Topspin,78,39,0,0,no_mans_land,ad,near,-2.417026,4.988881,out,deuce,far,-3.112545,25.952482,0.975576,down the line,In,False,16:01:00,1334.680054,1,,,,,,,,,,,
116,Opponent,5,in_play,Backhand,Topspin,77,39,0,0,no_mans_land,ad,far,2.666227,19.359793,no_mans_land,ad,near,-2.64939,2.447144,0.598211,cross court,In,False,16:01:01,1335.859985,1,,,,,,,,,,,
117,Player,6,in_play,Backhand,Slice,56,39,0,0,service_box,ad,near,-2.354626,5.901061,out,ad,far,3.779415,25.198547,0.970008,cross court,In,False,16:01:03,1337.180054,1,,,,,,,,,,,
118,Opponent,7,in_play,Forehand,Topspin,86,39,0,0,no_mans_land,ad,far,2.459379,18.298008,no_mans_land,ad,near,-2.202383,0.445434,0.801009,inside out,In,False,16:01:04,1339.02002,1,,,,,,,,,,,
